NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	20		Rejected!	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	12		Rejected!	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	1075	332		
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	361	132		
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	40	26		
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	1040	312		
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	8		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	47		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	388	151		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT	16		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	24		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	82	28		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	24		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	549	116		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	187	55		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	39	24		
GOBP_REGULATION_OF_CELLULAR_SENESCENCE	56		Rejected!	
GOBP_REGULATION_OF_CELL_ACTIVATION	663	345		
GOBP_REGULATION_OF_CELL_ADHESION	828	419		
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	49	30		
GOBP_REGULATION_OF_CELL_CELL_ADHESION	523	263		
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	23		Rejected!	
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	11		Rejected!	
GOBP_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	10		Rejected!	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	17		Rejected!	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	12		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE	1114	277		
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	48		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	206	51		
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	122	26		
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	467	112		
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	774	196		
GOBP_REGULATION_OF_CELL_DEVELOPMENT	856	357		
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	1660		Rejected!	
GOBP_REGULATION_OF_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_CELL_DIVISION	189	66		
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	49	17		
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	23		Rejected!	
GOBP_REGULATION_OF_CELL_GROWTH	417	149		
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	22		Rejected!	
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	273	104		
GOBP_REGULATION_OF_CELL_KILLING	113	67		
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	127	59		
GOBP_REGULATION_OF_CELL_MATURATION	25		Rejected!	
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	82	24		
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	246	93		
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	1790		Rejected!	
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	233	68		
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	692	232		
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	13		Rejected!	
GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	16		Rejected!	
GOBP_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	8		Rejected!	
GOBP_REGULATION_OF_CELL_SHAPE	140	65		
GOBP_REGULATION_OF_CELL_SIZE	185	71		
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	225	111		
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	69	27		
GOBP_REGULATION_OF_CENTRIOLE_ELONGATION	9		Rejected!	
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	25		Rejected!	
GOBP_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_CENTROMERIC_SISTER_CHROMATID_COHESION	5		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	59		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION	50		Rejected!	
GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	8		Rejected!	
GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING	14		Rejected!	
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY	8		Rejected!	
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_PROTEIN_FOLDING	5		Rejected!	
GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_CHEMOTAXIS	215	126		
GOBP_REGULATION_OF_CHLORIDE_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	34		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	57	20		
GOBP_REGULATION_OF_CHOLESTEROL_IMPORT	5		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	56	17		
GOBP_REGULATION_OF_CHOLESTEROL_STORAGE	19		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	54	31		
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	26		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION	14		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	244	47		
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	134	38		
GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	9		Rejected!	
GOBP_REGULATION_OF_CILIUM_ASSEMBLY	100		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	17		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY_INVOLVED_IN_CILIARY_MOTILITY	9		Rejected!	
GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	32		Rejected!	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	43		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	115	22		
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	22		Rejected!	
GOBP_REGULATION_OF_CIRCULATING_FIBRINOGEN_LEVELS	5		Rejected!	
GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	18		Rejected!	
GOBP_REGULATION_OF_COAGULATION	76	38		
GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION	9		Rejected!	
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	47	22		
GOBP_REGULATION_OF_COLLATERAL_SPROUTING	22		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	23		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	11		Rejected!	
GOBP_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT	16		Rejected!	
GOBP_REGULATION_OF_COPII_VESICLE_COATING	5		Rejected!	
GOBP_REGULATION_OF_CORTICOSTERONE_SECRETION	6		Rejected!	
GOBP_REGULATION_OF_CORTICOTROPIN_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_CRISTAE_FORMATION	5		Rejected!	
GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	33		Rejected!	
GOBP_REGULATION_OF_CYTOKINESIS	95	25		
GOBP_REGULATION_OF_CYTOKINETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	8		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	137	37		
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	38		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION	10		Rejected!	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	548	192		
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	58	18		
GOBP_REGULATION_OF_DEFENSE_RESPONSE	907	362		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	19		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS	7		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	67	20		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	45		Rejected!	
GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	9		Rejected!	
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	101	31		
GOBP_REGULATION_OF_DENDRITE_EXTENSION	26		Rejected!	
GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS	65	18		
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	11		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	12		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	16		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	56	19		
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	15		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	42	15		
GOBP_REGULATION_OF_DEPHOSPHORYLATION	24		Rejected!	
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	332	126		
GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC	14		Rejected!	
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	44	17		
GOBP_REGULATION_OF_DNA_BINDING	58	19		
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	212	72		
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	88	20		
GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	23		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	39		Rejected!	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	498	87		
GOBP_REGULATION_OF_DNA_RECOMBINATION	141	24		
GOBP_REGULATION_OF_DNA_REPAIR	234	25		
GOBP_REGULATION_OF_DNA_REPLICATION	119	22		
GOBP_REGULATION_OF_DNA_STRAND_ELONGATION	17		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	42		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION	16		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	103		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	83		Rejected!	
GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_DOPAMINE_SECRETION	23		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	148	18		
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	82		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	31		Rejected!	
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT	60	18		
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	80	29		
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	19		Rejected!	
GOBP_REGULATION_OF_EATING_BEHAVIOR	10		Rejected!	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	88	22		
GOBP_REGULATION_OF_ENAMEL_MINERALIZATION	8		Rejected!	
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	44	18		
GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING	22		Rejected!	
GOBP_REGULATION_OF_ENDOCYTOSIS	318	124		
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY	20		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	36		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	5		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	37		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_ORGANIZATION	5		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_SIZE	11		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	24		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	18		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	47		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	240	86		
GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	7		Rejected!	
GOBP_REGULATION_OF_EOSINOPHIL_MIGRATION	5		Rejected!	
GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	70	32		
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	55	16		
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	177	74		
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	16		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	72	32		
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	423	188		
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	9		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	123	53		
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	6		Rejected!	
GOBP_REGULATION_OF_ERAD_PATHWAY	26		Rejected!	
GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY	75	30		
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	53	19		
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	7		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	551	169		
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	7		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	52		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_T_CELL_POLARITY	6		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	28		Rejected!	
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	21		Rejected!	
GOBP_REGULATION_OF_EXCRETION	11		Rejected!	
GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	27		Rejected!	
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS	19		Rejected!	
GOBP_REGULATION_OF_EXOCYTOSIS	191	70		
GOBP_REGULATION_OF_EXOSOMAL_SECRETION	19		Rejected!	
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH	101	45		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	23		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	26		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	76	38		
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	167	75		
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	48	26		
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	49	19		
GOBP_REGULATION_OF_FAS_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	18		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	56	21		
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	111	39		
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	34	15		
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	31	16		
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	148	64		
GOBP_REGULATION_OF_FAT_CELL_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_FEAR_RESPONSE	11		Rejected!	
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	29		Rejected!	
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_FERMENTATION	5		Rejected!	
GOBP_REGULATION_OF_FERTILIZATION	18		Rejected!	
GOBP_REGULATION_OF_FEVER_GENERATION	8		Rejected!	
GOBP_REGULATION_OF_FIBRINOLYSIS	17		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	21		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	41	21		
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION	42	18		
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION	94	43		
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	48	24		
GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	23		Rejected!	
GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_G1_TO_G0_TRANSITION	5		Rejected!	
GOBP_REGULATION_OF_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	7		Rejected!	
GOBP_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	13		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	10		Rejected!	
GOBP_REGULATION_OF_GASTRIC_ACID_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_GASTRULATION	13		Rejected!	
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	141	42		
GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	33		Rejected!	
GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION	8		Rejected!	
GOBP_REGULATION_OF_GERM_CELL_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	77	37		
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	21		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	43		Rejected!	
GOBP_REGULATION_OF_GLIOGENESIS	109	47		
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	11		Rejected!	
GOBP_REGULATION_OF_GLOMERULUS_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_GLUCAGON_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_GLUCONEOGENESIS	56		Rejected!	
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	105	31		
GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_CLUSTERING	6		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_SECRETION	19		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_SECRETION_NEUROTRANSMISSION	5		Rejected!	
GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	32		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	41		Rejected!	
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	56	19		
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	57	19		
GOBP_REGULATION_OF_GOLGI_ORGANIZATION	16		Rejected!	
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	12		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	11		Rejected!	
GOBP_REGULATION_OF_GONAD_DEVELOPMENT	13		Rejected!	
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	53	33		
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	17		Rejected!	
GOBP_REGULATION_OF_GROWTH	625	222		
GOBP_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_GROWTH_RATE	6		Rejected!	
GOBP_REGULATION_OF_GTPASE_ACTIVITY	147	57		
GOBP_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION	6		Rejected!	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	164	69		
GOBP_REGULATION_OF_HAIR_CYCLE	29		Rejected!	
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	20		Rejected!	
GOBP_REGULATION_OF_HEART_CONTRACTION	225	86		
GOBP_REGULATION_OF_HEART_GROWTH	75	33		
GOBP_REGULATION_OF_HEART_MORPHOGENESIS	9		Rejected!	
GOBP_REGULATION_OF_HEART_RATE	112	44		
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	43	20		
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	6		Rejected!	
GOBP_REGULATION_OF_HEAT_GENERATION	14		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	42		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	17		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	17		Rejected!	
GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HEMOPOIESIS	446	204		
GOBP_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION	7		Rejected!	
GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION	15		Rejected!	
GOBP_REGULATION_OF_HETEROCHROMATIN_FORMATION	10		Rejected!	
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	25		Rejected!	
GOBP_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	11		Rejected!	
GOBP_REGULATION_OF_HIPPOCAMPAL_NEURON_APOPTOTIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_HIPPO_SIGNALING	42		Rejected!	
GOBP_REGULATION_OF_HISTAMINE_SECRETION_BY_MAST_CELL	7		Rejected!	
GOBP_REGULATION_OF_HOMOPHILIC_CELL_ADHESION	5		Rejected!	
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	41	27		
